ID,Tweet,Rinkesh_Label,Homan_Label,AMW_Label,Amen_Label,Litchi_Label
4.03682167572e+17,happy birthday! thanks for the smiles every day! thank your mother for me! job well done mamma strahan!,y,,,,
4.3837802654e+17,my moms coming tomorrow oh blessed day. just what i neeeeeeeed. ğŸ‘­ ğŸ’• http<neutralface>/t.co/<number>qvw<number>pce<number>,y,,,,
4.06115941883e+17,ima get stoned &amp full for you scrap lol thanks lol ğŸ‘,m,Y,m,m,y
4.70760567109e+17,"because: boundaries=necessary, emotionally&ampphysically. drawing lines is not a superficial friendzone shutout-it's respect&amptime <hashtag> yesallwomen",n,,,,
4.07578837192e+17,s/o to neight<number> for the support! syracuse ny http<neutralface>/t.co/<number>p<number>qknx<number>x,y,,,,y
4.46404441957e+17,much love. <hashtag> dailycortado http<neutralface>/t.co/vcp<number>jno<number>f<number>,y,,,,y
3.75958192239e+17,thx i got to get down to business today,y,,,,
4.77261140234e+17,shoutout to and for making me smile tonight i love you guysâ¤ï¸â¤ï¸â¤ï¸,y,Y,y,y,y
4.05159672808e+17,"he takes care of our kids very well, thanks",y,,,,
4.32686409271e+17,"â˜†â™šâ˜†â™šâ˜† v.i.p.âœ§âœ½âœ§shoutout â™šâ˜†<hashtag> must â˜†Æ’â–’Ïƒâ–’â„“â–’â„“â–’Ïƒâ–’Ï‰â˜† ""(Ú“×²)"" <hashtag> teamfollowback <hashtag> teamcapricorn <hashtag> tbd <hashtag> followback <hashtag> shecangetit ğŸ‘€",y,,,,y
4.04336866793e+17,huge shoutout to all of my bros who came to cuse for the <number> values academy. <hashtag> Î»ÏƒÏ… syracuse university http<neutralface>/t.co/vps<number>odmlyy,y,,,,m
3.51821595369e+17,i have to stop let me get my oreo ass dressed!,n,,,,
4.11730881478e+17,"erhmehgerd cher perster! thanks for the free hobbit, amctheatres! <hashtag> shareamc amc loews webster <number> http<neutralface>/t.co/gts<number>cq<number>lml",y,Y,y,y,y
4.15343512302e+17,lit!,y,,,,
4.17090334771e+17,thank you i love you,y,Y,y,y,y
4.08230950872e+17,thanks matt miss you too buddy,y,Y,y,y,y
4.11006259203e+17,"""i'm blessed with the gene to sex your body"" just heard that line",n,N,n,n,y
4.3287837187e+17,"didn't really smoke but when you rolled it up i hit it and we lit it up, shotgun in our kisses",y,,,,
4.08611797391e+17,thanks for ruining my day,n,M,n,n,n
3.51826393527e+17,rt dmx old shit is classic.,n,,,,n
4.13418671567e+17,thank you kayley â¤ï¸<smile>ï¸,y,,,,
3.65902264412e+17,aww thanks girl ! you da best!,y,,,,
4.56265108248e+17,"i wish he was here to see me go to college, we would 've been too lit.",n,,,n,n
4.55518937209e+17,"everyday! <repeat> ""<user>: shoutout to the us echelon who voted their ass off for &lt<number>""",y,Y,y,y,n
3.51847859232e+17,"in north korea, it's not <number> the year is <number> because north korea marks years from the birth of kim il-sung, not jesus. lol",n,,,,
4.47028132957e+17,"og taylor tho? lol, can't wait to hear this.",n,,,,n
3.51553451144e+17,i'm almost at my <number>k tweet! so who wants that <number>k shoutout?,m,,,,
3.71138827609e+17,im blessed to have in my life. i love him more than anything <heart> <hashtag> thankful,y,,,,
3.65297931727e+17,i think it's time i switch over to the dark side <lolface> <hashtag> lolz,n,,,,n
4.45743777719e+17,bulls have been puttin in work this season without their star player <hashtag> respect,y,Y,y,y,n
3.51562568169e+17,well some dragons and lizards do because lizards so really,n,,,,
4.64565421544e+17,gonna be a great year lets go! <repeat> <hashtag> bills,y,,,,
3.51560484434e+17,text me dawg,n,,,,
3.5155874514e+17,i only respect girls who respect their self,y,,,,
3.515537569e+17,"wait are you a lesbian yet ""no i don't think so"" ğŸ˜¹ <lolface> ğŸ˜¹ <lolface> ğŸ˜¹",n,,,,
4.46681188636e+17,"windy as a bitch, bogie won't stay lit. <repeat>",n,,,,
3.51558916964e+17,by the last couple of girls ive learned that girls just like to fuck with your head,n,,,,
4.27200300534e+17,"life is not an inconvenience, it's a blessed responsibility",m,,,,
3.51555531976e+17,i wish i knew where my god damn softball hoodie was.,n,,,,
4.12752209375e+17,ok thank you!,y,,,,
4.24218973614e+17,thank u,y,Y,y,y,y
4.26054717639e+17,you are a very pretty lady! <repeat> i love you in the show don't let no one put you down! have a blessed day!,y,,,,y
3.51564330024e+17,damnit. <sadface> <sadface> <sadface>,n,,,,
3.5246465418e+17,it's cause leino ended season injured therefore can't be bought out. check some facts,n,,,,
4.61274900843e+17,preach it sister,y,,,,y
4.45683809338e+17,i can respect that,y,,,,y
4.60307598375e+17,s/o to dj_haiko for an amazing night that i'll never forget. this kid going places! thank you! <smile>ï¸ ğŸ‘ ğŸ¤ http<neutralface>/t.co/mmlbh<number>mjk<number>,y,,,,
3.51559260922e+17,no.,n,,,,
4.29471316858e+17,"always hated the boy, but now the boy is the man mothafucka, i done i grown up!",n,,,,n
3.51555476175e+17,- lmaoo her pictures though .,m,,,,
4.39366875006e+17,"happy friday! good morning, have a blessed and beautiful weekend! yeehaaaaw <elong> xo",y,,,,
3.81884722018e+17,the <number> is officially my favorite band! thanks to,y,Y,y,y,y
4.71337395951e+17,<hashtag> blessed,y,,,,y
3.5155846793e+17,follow me back please? :),n,,,,
4.04625891232e+17,singing on this cold snowy morning. <repeat> blessed (@ unity christ church) http<neutralface>/t.co/m<number>fzgfzhod,y,,,,
3.83580512634e+17,thanks i'm coming to the gym now. <repeat>see ya there,n,,,,
3.5155630546e+17,i'm fucking dying! <repeat>,n,,,,
4.74689727443e+17,spitale salon on monroe ! and thank you <smile>,y,,,,y
3.51562185107e+17,happy birthday <heart> ğŸ‰ ğŸ’‹ ğŸ»,y,,,,
3.61952542399e+17,thanks i try,y,y,m,y,m
3.51557561063e+17,- lmaoo ok dont tell me ii want it to be aa suprize so ii donno bout it yet lmao .,n,,,,
4.01408486699e+17,my cat does not understand the concept of a lit cigarette and keeps trying to lick it ğŸ˜¸,n,N,n,n,n
4.30847092039e+17,<hashtag> shoutout to my new follower everyone <hashtag> followandgain,y,,,,m
3.51562601459e+17,o ya,n,,,,
3.52150749109e+17,volcanoes are sick ğŸŒ‹,n,,,,
4.39366428031e+17,"happy friday! good morning, have a blessed and beautiful weekend! yeehaaaaw <elong> xo",y,Y,y,y,y
3.58019139984e+17,aw thanks boo <heart> <heart> you're beautiful too <heart>â¤ rt <hashtag> nationaltellagirlsheisbeautifulday,y,,,,
4.28247463343e+17,"hey guys, any chance u can help a broke brother out with a ticket to your rochester show? times is tough. much love either way!",n,,,,y
3.51553270856e+17,late night mac&ampcheese <smile>,y,,,,
4.83422495711e+17,paying respects to lindsay wishmans old house before lickity splits <hashtag> rip,y,Y,y,y,y
3.51717476839e+17,if i get out of this week alive it'll be a miracle.,n,,,,n
3.5155282998e+17,sleepin al <elong> day tomorrow cuz i dont have work <smile> <hashtag> dayofrest <hashtag> thankgod,y,,,,
3.51560626717e+17,ugh! <repeat> why on the season with all the controversy is the season it's been moved from showtime! <hashtag> badmovebb <hashtag> bb<number>,n,,,,
3.97171021037e+17,"saw it on a rt, good to know! your a classy lady, wanted to make sure you were getting proper respect",y,Y,y,y,m
4.52296711445e+17,https<neutralface>/t.co/katwt<number>phm checkout my remix to all that matters by <hashtag> loyalgang shoutout to dem <hashtag> beliebers,y,,,,
4.15958529473e+17,shoutout to for getting me a cat sweater and a hp wand <heart> ğŸ’œ,y,,,,
4.66782477609e+17,"treat your girl with respect, make sure you're always there for her, be the reason why she smiles. do that and she will be yours forever.",y,,,,
3.51560579313e+17,defiantly getting sick ğŸ˜· ğŸ˜·,n,,,,
3.71345320997e+17,shoutout to the most sweaty italiano on the planet next time well have to being you a change of clothes.,y,,,,y
4.29080188371e+17,rt if rstcv<number> is the shit fav if rstcv<number> is shit,y,Y,y,y,n
4.48807687024e+17,"""people who drink i have no respect for. they're just dirtbags."" -isaiah prior",n,,,,
3.51974033015e+17,"wind <number> mph nw. barometer <number> in, steady. temperature <number> Â°f. rain today <number> in. humidity <number>%",n,,,,
4.06588631832e+17,shoutout to one of the realest dudes out there my son always down for the sesh you know it my son,y,,,,
4.43898943832e+17,lmfao s/o to whoever is out in a cow costume and having great timing http<neutralface>/t.co/uiikk<number>nnem oh victor. <repeat>,y,,,,
3.51551094667e+17,canada day <elong>,n,,,,
4.10541556568e+17,you are so amazing an keep up the good work your truly blessed,y,,,,
4.15564414579e+17,respect is what's missing with this generation coming up. we proudly fly canadian flag at our house with us flag.,n,,,,y
3.51551700555e+17,"i did live tht lifestyle , but its over for u , <hashtag> guccibruh",n,,,,
3.515557064e+17,who . <repeat> you. <repeat>,n,,,,
4.10242385692e+17,thanks for makin me realize,y,,,,
4.64100540407e+17,they are except when they're the cocky ones who think they're all that and approach you with no respect,n,N,n,n,n
4.02131769191e+17,s/o to the lansing soccer boys. good luck and third times the charm!,y,,,,
4.65117063653e+17,aye turn up im in this,n,,,,
4.15182423216e+17,i do deserve respect like every body else,n,n,n,n,n
3.51552216719e+17,about to unfollow yazmin if she keep blowing up my tl,n,,,,
4.33106550871e+17,motherfuck a rumor. i hear em all the time. preach rt,n,Y,n,n,n
3.51563245448e+17,i really love your tweets hahah.,y,,,,
4.08119769914e+17,"yeah, i knew they where a pre- order but i thought is said late november to early december. thanks!",y,Y,y,y,y
3.7546708513e+17,thank you to for an absolutely spectacular show ğŸ‘ ğŸ‘ ğŸ‘,y,,,,
4.70937898771e+17,<hashtag> america <hashtag> troops <hashtag> respect <hashtag> remember <hashtag> salute <hashtag> freedom <hashtag> family rustyblades cave http<neutralface>/t.co/vr<number>lobodt,y,,,,m
3.58742825837e+17,shoutout to my new follower it's his birthday! happy birthday bro!,y,,,y,y
3.51560235406e+17,really long day tomorrow <neutralface>,n,,,,
4.09729013432e+17,thank you mis <elong> you more <heart> <heart> <heart>,y,,,,
3.51561408162e+17,manchester,n,,,,
3.96403863756e+17,thanks bae <elong>,y,,,,
3.6799533449e+17,thank you that is so nice of you,y,Y,y,y,y
3.51948116599e+17,"i , wanna do something freaky to you bae",m,,,,
3.51559205561e+17,thinking about it won't help mckenna.,y,,,,
4.66283059248e+17,south carolina offered ğŸ™ <hashtag> blessed . <repeat> <hashtag> syracuse recruit,y,,,,
3.51560679431e+17,my stomach starting to hurt <sadface>,n,,,,
4.25995055372e+17,all my actual classes are shortened and all my studyhalls are normal length. <hashtag> blessed,y,,,,n
3.84134571019e+17,red robin is the shit dude,n,Y,n,n,n
4.1383593459e+17,i have no respect for guys that use plays on their highlight tapes from the year before,n,,,,
4.6179067503e+17,preach. hopefully nothing changes when we come back.,y,,,,
3.52243174565e+17,really! <repeat>,n,N,n,n,n
4.13828481111e+17,i love this interview with he's got such a great attitude and sportsmanship. <hashtag> impressed <hashtag> duke <hashtag> dukenation,y,,,,
4.63119788379e+17,"because of sports i 've been blessed with great opportunities, life lessons, and good friends. <smile> <smile>",y,,,,
3.51551442458e+17,happy <number>th birthday ! ğŸ» ğŸ° ğŸ‚ ğŸ˜¬ <smile> <smile> http<neutralface>/t.co/kgdg<number>z<number>tl,y,,,,
4.15196817589e+17,i would retweet this but i can't thanks a lot brandy.,n,M,n,n,n
3.51562115578e+17,damn skeeters,n,,,,
3.51858495492e+17,i'm listening to our song!,y,Y,y,y,m
3.5156273665e+17,son i need a cut ğŸ’‡ not from you,n,,,,
3.51551323101e+17,haha,n,,,,
4.60787905968e+17,and shoutout to the teachers who came in too!,y,,,,n
4.55389595636e+17,s/o to for draining my vape battery then paying me back with a shitty beer. ğŸ‘,n,,,,y
4.36549796137e+17,i love you &lt<number> can i get a birthday shoutout? &lt<number> :),y,,,,
4.43200710243e+17,i'm here to talk if you need it ğŸ‘Œ ğŸ‘Œ thank you <smile><smile>ï¸,y,,,,
4.33306234587e+17,respect goes a long way,n,,,,
4.16754059421e+17,i don't care who you slept with crept with as long as you keep it real and the sex is excellent,y,,,,y
4.3543885087e+17,thank you jayme even though i'm a fag,y,,,,y
3.51562056514e+17,help http<neutralface>/t.co/hydi<number>o<number>vh<number> vic why,n,,,,
3.52269239409e+17,i just left the <hashtag> movie you are the <hashtag> funniest man alive bernie mac would be proud of you. <hashtag> letmeexplain <hashtag> goseeit <hashtag> bumbump,y,,,,y
3.51562187103e+17,yep!,n,,,,
4.15251493248e+17,s/o <number> look bruh,y,,,,n
3.64926544269e+17,thanks for the invite,y,,,,y
4.25110945472e+17,"i have full respect for your pedigree and accomplishments, but you could be exaggerating a little bit, no? <hashtag> sherman",m,N,m,m,y
3.72806163169e+17,all i want is a beverage and has my credit card <hashtag> flustered,n,N,n,n,n
3.51554240013e+17,guess who's birthday it is <elong>! <repeat> this girls <elong> ! <repeat> ğŸ‘ˆ ğŸ‘ˆ ğŸ‘ˆ ğŸ‘ˆ ğŸ˜¬<smile>,n,,,,
3.52295988419e+17,once again you ugly hoe,n,,,,n
3.54344827942e+17,one more follower for <number> who's it gonna be? <repeat> i'll give u a fresh shoutout <hashtag> follow my dude make it a biddie,y,,,,
3.59533865599e+17,girl i respect out friendship more than anything but if given the opportunity at any point in time i'd fuck you with <number> hesitation ğŸ‘Œ,n,,,,
3.91063099208e+17,he lost respect for me gshit,n,,,,
3.90230800908e+17,"the second someone does one thing wrong to me i most likely cut them off, or lose all respect/trust. whatever though.",n,N,n,n,n
4.58092014966e+17,preach,y,Y,m,m,m
4.49526644362e+17,it smelt so bad today omg. julia blessed me with gum so i gave it to the whole pod. no discrimination to stank breath,y,,,,n
3.5156850508e+17,<lolface> <lolface> story of my pathetic life,n,,,,n
3.84894673238e+17,'s twitter pic tho <elong> ğŸ‘Œ <heart> ğŸ”Š thanks brotha love you <smile>â¤ï¸ <heart>,y,,,,
4.02110101152e+17,it was longer before some random broad cut it <sadface> <neutralface>,n,N,n,n,n
3.51560597986e+17,<number> days til pittsburgh! ğŸ˜šâœŒ,y,,,,
3.5156010042e+17,july <number> only one that matters,m,,,,
3.75808505141e+17,no thx,n,,,,
3.51558742124e+17,"drinking tea under the fan, i don't know if i just popped a molly or i'm in antartica",n,,,,
4.15243364607e+17,"you're love and respect girls, she's a dude.",n,Y,n,n,y
3.51557935216e+17,haha,n,,,,
4.71838784121e+17,"you can give me life, ima ride or die for my baby. if they take you take me",n,,,,
3.86852519081e+17,it's been real syracuse! much love. see ya soon! <repeat>,y,,,,
3.5211094987e+17,i like your poster :),y,Y,y,y,y
4.64262141844e+17,dude is preaching like the reincarnation of mlk <hashtag> preach lmao yea that was pretty dope of him to do! <smile>,y,,,,
3.51552515697e+17,<hashtag> imweakfor that fat ass,n,,,,
4.30111857274e+17,thank you <elong>! ğŸ’œ,y,,,,
4.79421008534e+17,thank the lord! <heart> ğŸ‘,y,Y,y,y,y
3.70747685966e+17,preach <smile> <smile> <smile>,y,Y,y,y,m
4.27150040911e+17,congratulations beautiful girl ! hope you live a happy and blessed life with him ! â¤ï¸,y,y,y,y,y
3.51562535096e+17,"the fact that i found a decent guy. where have you been all my life, like, why weren't you here two years ago? ğŸ™Š",y,,,,
4.55769735742e+17,locking in '<number>-'<number> master schedule 'wish list' items w/<user> &amp time for collaboration is a must! <hashtag> planning <hashtag> kaizen,n,,,,
4.45733337219e+17,if you can't keep it real with me then don't speak to me.,n,n,n,n,n
3.51557725245e+17,"at home i want to go out, i want friends."" out ""i want to go home, i hate people.""""",y,,,,
4.17538542031e+17,"gotchu scrap. just keep favoriting them tweets, feeling to <elong> much love. <smile>",y,,,,
4.14269228779e+17,we think it's past your bedtime. <repeat>,n,n,n,n,n
4.47916155282e+17,"thank you kindly, mike :) nice to ""meet"" you, patriot brother. stay strong, my friend.",y,Y,y,y,y
3.515589509e+17,"reading ""china sends"" as ""chia seeds"" is definitely a sign i should go to sleep.",n,,,,
4.2698947264e+17,"respect yourself, but do what they want. take care of yourself, but don't be selfish. chase your dreams, after you take care of everyone.",m,,,,
3.51553522431e+17,cannot wait! <repeat> <smile><user>: <number> months closer to <number> and to the <number> tour lol,n,,,,
4.39525384637e+17,"savitt's tip <number> respect your haters. they are giving you knowledge. never refuse it. take all feedback, get a kernel of truth.<hashtag> pccw<number>",m,,,,
3.51584887318e+17,are you ever gonna follow me again. <repeat>,n,,,,m
3.58805158568e+17,s/o to for teaching me how to spell yahtzee.,y,,,,
3.51563198472e+17,happy birthday !,y,,,,
4.00064100858e+17,remeber when we'd stay late and we'd talk all night in a dark room lit by the tv light,y,,,,
3.86327449136e+17,you and need to compare notebooks love u on,y,,,,
3.51554192978e+17,i'm literally so rude ahahaha http<neutralface>/t.co/srbvtlw<number>wl,n,,,,
3.51554767866e+17,im the type of person that gives homeless people food &amp umbrellas durin a rain storm. not someone that drives by nd doesnt give a shit,y,,,,
4.36231958952e+17,i respect others opinions and choices so why can't people respect mine? <repeat>,n,,,,
3.51554148716e+17,birthday month <smile>,n,,,,
4.70913148112e+17,<hashtag> preach âœ‹ <smile>â˜ï¸,y,Y,y,y,m
3.52286064805e+17,why does my phone scare me every time it's gone off since i laid down in bed <neutralface>,n,,,,n
3.5224618587e+17,wtf is catfish ? <repeat>,n,,,,
3.51556240927e+17,<number> years ago my <number>nd miracle was brought into my life! i love you so much logan howard! <repeat> happy <number>rd birthday! http<neutralface>/t.co/z<number>fohalkkz,y,,,,
3.51557995618e+17,"i hate being alone. i hate feeling empty. i need something to keep me going. i can't be alone anymore. i need something, someone.",n,,,,
4.25297219492e+17,did you know that? <repeat> http<neutralface>/t.co/dycruuecae <hashtag> respect,n,,,,n
3.54595388021e+17,s/o my bros &amp my baby bra . versace versace !,y,,,,y
4.40886636584e+17,my <hashtag> business <hashtag> partner <hashtag> love my kids they are my <hashtag> life <hashtag> blessed she's three and a <hashtag> boss spot rochester http<neutralface>/t.co/jmlhcid<number>q,y,,,,y
4.18082124873e+17,"happy new year michelle. stay healthy, blessed, and may <number> bring you everything you deserve. sending you my love. <hashtag> spurs",y,Y,y,y,y
3.52227621717e+17,he always made me laugh <lolface>,y,Y,y,y,y
3.5155786994e+17,why is this still my fault everything is what the flying fuck <sadface>,n,,,,
3.69975190602e+17,lit ! <repeat> now i gotta come back next year,y,,,,
4.82220101643e+17,s/o to for blessing me today! <repeat> listening to he turned it,y,,,,
3.91204633458e+17,thanks for ron elving on. <repeat>you have to respect that brain of his.,y,,,,
3.51551600663e+17,but then i think about it. <repeat> i forgot i really don't give a fuck,n,,,,
3.52550419169e+17,back lawn,n,,,,
3.51551297273e+17,"wind <number> mph ---. barometer <number> in, steady. temperature <number> Â°f. rain today <number> in. humidity <number>%",n,,,,
4.06891754857e+17,"there's just somethings in life you have to deal with, instead of trying to change. preach ! <smile>",m,Y,m,y,n
3.92066624352e+17,<hashtag> family <hashtag> faith <hashtag> football <hashtag> blessed <hashtag> ck<number>,y,,,,
3.51662601119e+17,ğŸ˜² ğŸ˜´,n,M,n,n,n
3.51561558671e+17,couuuuuuurrage,n,,,,
3.51551968034e+17,yup <elong>. lmao <elong> best movie ever,y,,,,
3.96864209889e+17,"its mad funny. i respect his hype music, like not much lyrically but hype still",y,m,y,y,y
3.92754257567e+17,shoutout to for the follow. <repeat>,y,,,,
3.51563500919e+17,ğŸ˜¡ <smile>,n,M,n,n,n
3.51554552413e+17,just wish that i didn't have to spend our six month by myself. <repeat>,n,,,,
3.96286913277e+17,s/o to my roomie for letting me borrow her calculator! <repeat><number>! <repeat> i was mentally preparing myself to use my brain on this test,y,,,,
4.11172379001e+17,you guys have pretty chill music deff fux with it! thank you to for introducing me to ya!,y,Y,y,y,y
4.54974967051e+17,"rt""<user>: i feel sick to my stomach everytime your name comes up on my phone. <repeat>""",n,,,,n
3.51555938882e+17,i'm seriously so pissed that you're fucking making plans to hang out with my family.,n,,,,
3.7983107461e+17,i can respect that,m,,,,
3.51554339204e+17,"don't stress over what could 've been, chances are if it should 've been, it would 've been, and would be.",n,,,,
3.65240728186e+17,lol <lolface> <sadface> <lolface> me cah tek dem rt lmaaaao <elong> wordsjamaicanscantpronounce toilet -tie lit- like wtf? <repeat> (._.),n,,,,
3.51563822135e+17,owes me for taking her shift tonight. se <elong> you at <number> ğŸ’œ,y,,,,
3.51554121461e+17,"wait we are? rt however, nobody is telling me black girls not at the bottom of the totem pole.",n,,,,
3.78552584308e+17,"<number> years ago in buenos aires, argentina a talented and sexy boy was born. thanks mom",y,,,,
3.85219905304e+17,huge shoutout to for coming in clutch with great new music <heart> to the rest of you: thanks for nuttin,y,,,,
4.44892989916e+17,<hashtag> np <heart> x <hashtag> illestbitch ğŸ§ ğŸ‘Œ ğŸ‘ <hashtag> oneofmyfavoritesongs <hashtag> respect <hashtag> love <smile>,y,Y,y,y,y
3.51551087754e+17,bored and tired,n,,,,
3.56872840672e+17,for what?,n,,,,
4.17708802537e+17,s/o <number> yall fat niggas gettin ready for your <number> weeks at the gym before u go back <number> smashin cheeseburgers,n,,,,
3.5155639565e+17,camp rock <number> <smile>,y,,,,
3.87402362539e+17,thanks mia! <repeat>,y,,,,y
